,seller_type,year,mileage,name,torque,seats,km_driven,transmission,owner,engine,max_power,fuel
988,Individual,2014,22.74 kmpl,Maruti Alto 800 LXI Anniversary Edition,69Nm@ 3500rpm,5.0,50000,Manual,First Owner,796 CC,47.3 bhp,Petrol
989,Individual,2008,18.9 kmpl,Maruti Wagon R VXI BS IV,90Nm@ 3500rpm,5.0,90000,Manual,Second Owner,998 CC,67.1 bhp,Petrol
990,Individual,2007,19.7 kmpl,Maruti Alto LXi,62Nm@ 3000rpm,5.0,70000,Manual,Second Owner,796 CC,46.3 bhp,Petrol
991,Individual,2012,19.4 kmpl,Honda Brio V MT,109Nm@ 4500rpm,5.0,26000,Manual,First Owner,1198 CC,86.8 bhp,Petrol
992,Individual,2006,19.7 kmpl,Maruti Alto LXi,62Nm@ 3000rpm,5.0,150000,Manual,Second Owner,796 CC,46.3 bhp,Petrol
993,Individual,1999,16.1 kmpl,Maruti 800 DX,59Nm@ 2500rpm,4.0,100000,Manual,First Owner,796 CC,37 bhp,Petrol
994,Individual,2010,17.5 kmpl,Maruti Swift Dzire VXi,114Nm@ 4000rpm,5.0,143000,Manual,First Owner,1298 CC,85.8 bhp,Petrol
995,Individual,2008,19.81 kmpl,Hyundai i10 Magna 1.1L,99.04Nm@ 4500rpm,5.0,100000,Manual,Second Owner,1086 CC,68.05 bhp,Petrol
996,Individual,2017,18.6 kmpl,Hyundai i20 2015-2017 Sportz 1.2,114.7Nm@ 4000rpm,5.0,50000,Manual,Second Owner,1197 CC,81.83 bhp,Petrol
997,Individual,2009,23.0 kmpl,Hyundai i20 Era Diesel,22.4 kgm at 1750-2750rpm,5.0,40000,Manual,First Owner,1396 CC,90 bhp,Diesel
998,Individual,2012,20.36 kmpl,Hyundai i10 Asta,111.8Nm@ 4000rpm,5.0,25000,Manual,First Owner,1197 CC,78.9 bhp,Petrol
999,Individual,2016,26.0 kmpl,Honda City i DTec SV,200Nm@ 1750rpm,5.0,110000,Manual,First Owner,1498 CC,98.6 bhp,Diesel
